id,exitStep,exitStepLastChangedAt,participantID,participantIDLastChangedAt,treatmentName,treatmentNameLastChangedAt,ended,endedLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,treatment,treatmentLastChangedAt,emojiArray,emojiArrayLastChangedAt,introDone,introDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,urlParams,urlParamsLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt
01HNDC2JDVGZF9389F8CNRE8X3,1,2024-01-30T14:34:51.652929844Z,01HNDC2HSGRRTVC3ZB7YJ5YEE6,2024-01-30T14:23:53.275584736Z,experiment2-interactive,2024-01-30T14:23:53.284503304Z,game ended,2024-01-30T14:32:37.218087027Z,63ced2a1d7f0270214c80274,2024-01-30T14:23:53.275584736Z,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:23:53.284503304Z,4,2024-01-30T14:25:15.134370054Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:53.284503304Z,"["""",""🐿️"","""",""""]",2024-01-30T14:25:27.196581741Z,true,2024-01-30T14:25:18.070683847Z,"{""age"":""26"",""gender"":""Male"",""strength"":""Towards the end I tried to influence a few of the players on a percentage so we all agreed "",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I think they were telling the truth"",""notes"":""I tried to listen to the most popular idea of the ratio"",""politics"":""Left"",""geo"":""United Kingdom"",""ethnicity"":""White British""}",2024-01-30T14:34:51.626890908Z,{},2024-01-30T14:23:53.627548121Z,player 1,2024-01-30T14:25:27.196581741Z,01HNDC2K7W5Z4ZZC8TF17EQJBD,2024-01-30T14:31:58.335993528Z
01HNDC2JEQ45P4PS1GNYHNMQDC,1,2024-01-30T14:30:09.749341099Z,01HNDC2HV5QWS2HBDXSVYGPBQ1,2024-01-30T14:23:53.303874501Z,experiment2-slider,2024-01-30T14:23:53.312354641Z,game ended,2024-01-30T14:29:33.270758722Z,6352809d87ce8a3b3188b821,2024-01-30T14:23:53.303874501Z,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:24:54.251348896Z,3,2024-01-30T14:25:35.987372007Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:53.312354641Z,"["""","""",""""]",2024-01-30T14:25:39.866012616Z,true,2024-01-30T14:25:39.707314704Z,"{""age"":""31"",""gender"":""Male"",""strength"":""Not strong as I couldnt see any animals"",""fair"":""yes"",""feedback"":""n/a"",""education"":""master"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Left "",""geo"":""Newcastle"",""ethnicity"":""White""}",2024-01-30T14:30:09.733652454Z,{},2024-01-30T14:23:53.629057787Z,player 2,2024-01-30T14:25:39.866012616Z,01HNDC2QD17Q0GF0GG9AAYT974,2024-01-30T14:29:02.852046832Z
01HNDC2K7W5Z4ZZC8TF17EQJBD,1,2024-01-30T14:33:38.651234358Z,01HNDC2JNS3Q076T7NYPR5X6Q8,2024-01-30T14:23:54.108142794Z,experiment2-interactive,2024-01-30T14:23:54.113999575Z,game ended,2024-01-30T14:32:37.218087027Z,60ccf8c6b49dc4fd89d85be5,2024-01-30T14:23:54.108142794Z,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:23:54.113999575Z,4,2024-01-30T14:24:36.667187694Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:54.113999575Z,"[""🐇"","""",""🐿️"",""🐿️"","""",""                            "",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐇""]",2024-01-30T14:25:27.196581741Z,true,2024-01-30T14:24:38.396583308Z,"{""age"":""24"",""gender"":""Male"",""strength"":""Fast communication"",""fair"":""Yes"",""feedback"":"""",""education"":""master"",""teammates"":""Most"",""notes"":""Yes"",""politics"":""Libertarian"",""geo"":""German"",""ethnicity"":""Mixed Black African and White European""}",2024-01-30T14:33:38.69225368Z,{},2024-01-30T14:23:54.402958073Z,player 2,2024-01-30T14:25:27.196581741Z,01HNDC32M5XTBHKT64N7XPFFC8,2024-01-30T14:31:58.335993528Z
01HNDC2KJ0EXVFC41M8RJD09Q2,1,2024-01-30T14:29:29.582379737Z,01HNDC2JVKR8GNHPJB344M9MW3,2024-01-30T14:23:54.432744321Z,experiment2-slider,2024-01-30T14:23:54.43863734Z,game ended,2024-01-30T14:29:02.199439688Z,609fe745ce68c700663d6339,2024-01-30T14:23:54.432744321Z,01HNDC2AYEQY9DGCMRSKBS5ZD5,2024-01-30T14:25:56.064425874Z,3,2024-01-30T14:26:19.45160529Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:54.43863734Z,"[""🐿️"","""",""🐇"",""🐿️"",""🐿️"","""",""              "",""🐿️""]",2024-01-30T14:26:38.255967313Z,true,2024-01-30T14:26:33.422806132Z,"{""age"":""24"",""gender"":""Female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""other"",""teammates"":""Sometimes"",""notes"":""nO"",""politics"":"""",""geo"":""UK"",""ethnicity"":""Black""}",2024-01-30T14:29:29.567716829Z,{},2024-01-30T14:23:54.745946203Z,player 1,2024-01-30T14:26:38.255967313Z,01HNDC2RN0CR9HQHXP5QMBNE5Z,2024-01-30T14:28:53.182229004Z
01HNDC2KSQ3P0AYVWH1ZXPC2XK,1,2024-01-30T14:34:21.085741695Z,01HNDC2K4AX9D156P3G41CADHK,2024-01-30T14:23:54.679809052Z,experiment2-slider,2024-01-30T14:23:54.687610995Z,game ended,2024-01-30T14:31:58.273663113Z,5decfba65b56133beed6ec21,2024-01-30T14:23:54.679809052Z,01HNDC2B8FKGDT3V32Q8939JTY,2024-01-30T14:27:01.651363978Z,3,2024-01-30T14:26:46.870002506Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:54.687610995Z,"[""🐿️"","""",""🐇"",""🐇"","""",""              "",""🐇""]",2024-01-30T14:27:55.899023903Z,true,2024-01-30T14:27:17.119723112Z,"{""age"":""40"",""gender"":""male"",""strength"":""i think i was strong and persisted with what was correct"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""no they kept saying lower"",""notes"":""aliitle but mostle went with what was correct to me"",""politics"":""labour"",""geo"":""uk"",""ethnicity"":""white""}",2024-01-30T14:34:21.057782348Z,{},2024-01-30T14:23:55.016430453Z,player 1,2024-01-30T14:27:55.899023903Z,01HNDC2VS3510EM6Z23Q3MZ2B0,2024-01-30T14:31:39.852032284Z
01HNDC2KYT94PCT4ZA5Y8BZPBC,1,2024-01-30T14:37:43.642213747Z,01HNDC2JR8HQRFV5YE3PPRJPY8,2024-01-30T14:23:54.842618719Z,experiment2-interactive,2024-01-30T14:23:54.850901518Z,game ended,2024-01-30T14:35:49.474542856Z,596386246e30d40001a8c3fc,2024-01-30T14:23:54.842618719Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:27:37.092905208Z,4,2024-01-30T14:27:36.718323197Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:54.850901518Z,"["""",""🐿️"",""                     "",""🐇"","""",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-01-30T14:27:53.820978925Z,true,2024-01-30T14:27:48.649121276Z,"{""age"":""40"",""gender"":""male"",""strength"":""I'm not sure I had a strength. I tried to be honest and do my best but I don't know if it was enough."",""fair"":""Yeah, the pay is fine."",""feedback"":"""",""education"":""high-school"",""teammates"":""I don't know! I like to think the best of people."",""notes"":""No, I just tried to remember but it was hard"",""politics"":""left"",""geo"":""British"",""ethnicity"":""white""}",2024-01-30T14:37:43.691989985Z,{},2024-01-30T14:23:55.473201047Z,player 1,2024-01-30T14:27:53.820978925Z,01HNDC2QT04R8SVHRD9K7K1RZT,2024-01-30T14:35:08.97846288Z
01HNDC2MW7BYWHQGG0YFVDDGWR,,,01HNDC2M8V2PKXY5RKXNXCJXMT,2024-01-30T14:23:55.78346535Z,experiment2-interactive,2024-01-30T14:23:55.790182794Z,,,5fde8fc3c0e40a651914c261,2024-01-30T14:23:55.78346535Z,01HNDCKXY53YSESHWD1285TDKK,2024-01-30T14:36:12.02862826Z,1,2024-01-30T14:23:57.288783463Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:55.790182794Z,,,,,,,{},2024-01-30T14:23:56.097421549Z,,,,
01HNDC2N3ZMS2HYDPM48KW2XQE,,,01HNDC2MHDSVA7NZBRE46P5AYV,2024-01-30T14:23:56.031811485Z,experiment2-interactive,2024-01-30T14:23:56.038902634Z,,,5db40672d496c8000ed780d5,2024-01-30T14:23:56.031811485Z,01HNDC8XWYRY0CGEX6K29XMKKS,2024-01-30T14:31:45.567303308Z,4,2024-01-30T14:35:41.952983024Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:56.038902634Z,"["""",""🐿️"",""                     "",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐇"","""",""🐿️""]",2024-01-30T14:36:12.665673273Z,true,2024-01-30T14:36:11.658781841Z,,,{},2024-01-30T14:23:56.339004618Z,player 1,2024-01-30T14:36:12.665673273Z,01HNDC52870S662PQWG67CRBYW,2024-01-30T14:41:15.281402691Z
01HNDC2NNYVF7TG91HN1D9G6G1,1,2024-01-30T14:37:20.8061944Z,01HNDC2MW4G7EGVTSAQ4GBHADY,2024-01-30T14:23:56.606173676Z,experiment2-interactive,2024-01-30T14:23:56.614149465Z,game ended,2024-01-30T14:34:27.696909895Z,627126d9ccfbfad602369830,2024-01-30T14:23:56.606173676Z,01HNDC2AYD78NVQPS5K3YNYW8T,2024-01-30T14:26:24.843851869Z,4,2024-01-30T14:26:04.091958293Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:56.614149465Z,"[""                     "",""🐇"",""🐿️"","""",""🐿️"","""",""🐇"",""🐿️"",""🐇""]",2024-01-30T14:26:38.905132949Z,true,2024-01-30T14:26:36.154502491Z,"{""age"":""39"",""gender"":""male"",""strength"":""thought i done well open and honest"",""fair"":""yes it didnt seem otherwise "",""feedback"":""all good was a good one to take never taken part in one like this before "",""education"":""high-school"",""teammates"":""it seemed they were good player didnt even think about them lying "",""notes"":""no dint need to "",""politics"":""left"",""geo"":""english"",""ethnicity"":""white""}",2024-01-30T14:37:20.764801373Z,{},2024-01-30T14:23:57.01706286Z,player 1,2024-01-30T14:26:38.905132949Z,01HNDC41WAPFC1X05Y4S51AB97,2024-01-30T14:33:30.550629295Z
01HNDC2Q8G6BV2BBDQ65CXEB7K,,,01HNDC2N59G5N99Q3CYN0N13Q7,2024-01-30T14:23:58.224702003Z,experiment2-slider,2024-01-30T14:23:58.233611775Z,,,659051a064bcbcfb43e3f15f,2024-01-30T14:23:58.224702003Z,01HNDCKXWSG6JPC51MDWTAD0BN,2024-01-30T14:41:26.573522722Z,2,2024-01-30T14:24:49.792565154Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:58.233611775Z,,,,,,,{},2024-01-30T14:23:58.936481085Z,,,,
01HNDC2QD17Q0GF0GG9AAYT974,1,2024-01-30T14:30:34.793695132Z,01HNDC2NAJ7T1TG3N6RNY6T7JY,2024-01-30T14:23:58.369788554Z,experiment2-slider,2024-01-30T14:23:58.380151905Z,game ended,2024-01-30T14:29:33.270758722Z,65a558d296502d71469e01b6,2024-01-30T14:23:58.369788554Z,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:24:54.251348896Z,3,2024-01-30T14:24:30.666131855Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:58.380151905Z,"[""🐿️"",""       "","""",""🐿️"",""""]",2024-01-30T14:25:39.866012616Z,true,2024-01-30T14:25:01.302064707Z,"{""age"":""26"",""gender"":""female"",""strength"":""Good"",""fair"":""Yes"",""feedback"":""None"",""education"":""bachelor"",""teammates"":""No"",""notes"":""Yes"",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-01-30T14:30:34.809841598Z,{},2024-01-30T14:23:59.334571556Z,player 3,2024-01-30T14:25:39.866012616Z,01HNDC2XVA6159MYXXV4NJ8CYP,2024-01-30T14:29:02.852046832Z
01HNDC2QT04R8SVHRD9K7K1RZT,1,2024-01-30T14:36:39.596286233Z,01HNDC2Q15S2CBD20G7QVCHFGJ,2024-01-30T14:23:58.784633618Z,experiment2-interactive,2024-01-30T14:23:58.793442595Z,game ended,2024-01-30T14:35:49.474542856Z,5ea061b3e5a982017ad3085c,2024-01-30T14:23:58.784633618Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:27:37.092905208Z,4,2024-01-30T14:27:48.68505625Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:58.793442595Z,"[""🐿️"",""🐇"","""",""🐇"",""                     "","""",""🐇"",""🐿️"",""🐿️""]",2024-01-30T14:27:53.820978925Z,true,2024-01-30T14:27:53.467887985Z,"{""age"":""61"",""gender"":""Male"",""strength"":""not sure"",""fair"":""Yes"",""feedback"":""none"",""education"":""high-school"",""teammates"":""Yes"",""notes"":""yes"",""politics"":""conservative"",""geo"":""UK"",""ethnicity"":""White""}",2024-01-30T14:36:39.567851328Z,{},2024-01-30T14:23:59.168621648Z,player 2,2024-01-30T14:27:53.820978925Z,01HNDC46455P8KMWFYTTK3GN30,2024-01-30T14:35:08.97846288Z
01HNDC2R85HFQNQHZFCY3JF54Y,1,2024-01-30T14:37:26.91405551Z,01HNDC2QGTBYD5DAJS4M53EGQF,2024-01-30T14:23:59.237489819Z,experiment2-slider,2024-01-30T14:23:59.245974748Z,game ended,2024-01-30T14:32:21.946481841Z,652827b1652e0efe11bf7eb6,2024-01-30T14:23:59.237489819Z,01HNDC2BD2CYYGE2P21S9MVE68,2024-01-30T14:27:55.757826353Z,3,2024-01-30T14:28:20.258463587Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:59.245974748Z,"[""🐿️"","""",""🐿️"",""🐿️"","""",""       ""]",2024-01-30T14:28:58.168957469Z,true,2024-01-30T14:28:57.910191801Z,"{""age"":""41"",""gender"":""F"",""strength"":""every time i received squirels that made me to feel its AI "",""fair"":""yes"",""feedback"":""nothing"",""education"":""bachelor"",""teammates"":""not really"",""notes"":""i didnt"",""politics"":""Conservative"",""geo"":""United Kingdom"",""ethnicity"":""Turks""}",2024-01-30T14:37:26.840790245Z,{},2024-01-30T14:23:59.616157946Z,player 1,2024-01-30T14:28:58.168957469Z,01HNDC2ZX688VV33X0YAXKVE60,2024-01-30T14:32:05.594654363Z
01HNDC2RECB5TXN1MNC9WWGEYT,1,2024-01-30T14:35:22.612076439Z,01HNDC2QRSWG07V9Q6PM9GX53Y,2024-01-30T14:23:59.436682507Z,experiment2-interactive,2024-01-30T14:23:59.44374185Z,game ended,2024-01-30T14:33:44.395097417Z,5b35824a975e260001e9b7a6,2024-01-30T14:23:59.436682507Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:26:38.66698045Z,4,2024-01-30T14:26:51.203938648Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:59.44374185Z,"[""🐿️"","""",""🐿️"",""🐿️"",""🐇"","""",""🐇"",""                     "",""🐇"",""🐿️""]",2024-01-30T14:26:55.319180745Z,true,2024-01-30T14:26:54.079843803Z,"{""age"":""39"",""gender"":""male"",""strength"":""Paying attention to details"",""fair"":""Yes"",""feedback"":""n/a"",""education"":""other"",""teammates"":""Yes and regarding the truthful nature of their replies I am unsure."",""notes"":""Yes but it didn't influence my decisions."",""politics"":""left-centre"",""geo"":""British"",""ethnicity"":""asian""}",2024-01-30T14:35:22.582139624Z,{},2024-01-30T14:23:59.778932324Z,player 1,2024-01-30T14:26:55.319180745Z,01HNDC2W98ZXSTZ1FY1Y2QA804,2024-01-30T14:33:05.044924792Z
01HNDC2RN0CR9HQHXP5QMBNE5Z,1,2024-01-30T14:29:31.848502429Z,01HNDC2R1RT9GCKZQHD3B291FQ,2024-01-30T14:23:59.648926935Z,experiment2-slider,2024-01-30T14:23:59.658127573Z,game ended,2024-01-30T14:29:02.199439688Z,59f82eb0680a95000122b0cd,2024-01-30T14:23:59.648926935Z,01HNDC2AYEQY9DGCMRSKBS5ZD5,2024-01-30T14:25:56.064425874Z,3,2024-01-30T14:25:55.154999685Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:59.658127573Z,"["""",""🐿️"",""🐿️"",""              "","""",""🐿️"",""🐿️"",""🐿️""]",2024-01-30T14:26:38.255967313Z,true,2024-01-30T14:26:00.505534989Z,"{""age"":""47"",""gender"":""Male"",""strength"":""Medium"",""fair"":""Yes"",""feedback"":""Nil"",""education"":""high-school"",""teammates"":""Yes"",""notes"":""No"",""politics"":""Moderately conservative"",""geo"":""English"",""ethnicity"":""White""}",2024-01-30T14:29:31.819951984Z,{},2024-01-30T14:23:59.964508265Z,player 2,2024-01-30T14:26:38.255967313Z,01HNDC3171AJM2PQR5WBSVZGMK,2024-01-30T14:28:53.182229004Z
01HNDC2S4VNCXEA5TW6PJ9CKTW,,,01HNDC2RFCRPNTYDPSR13F1YGV,2024-01-30T14:24:00.155188078Z,experiment2-slider,2024-01-30T14:24:00.163827089Z,,,5ab80649e1546900019b6ca1,2024-01-30T14:24:00.155188078Z,01HNDCKXWSG6JPC51MDWTAD0BN,2024-01-30T14:41:26.573522722Z,1,2024-01-30T14:24:07.107342905Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:00.163827089Z,,,,,,,{},2024-01-30T14:24:00.616004814Z,,,,
01HNDC2T1DW3BSHDKF0KNXWSPK,1,2024-01-30T14:31:19.394989412Z,01HNDC2SEKHWJH2VJZV247FBRB,2024-01-30T14:24:01.069856645Z,experiment2-slider,2024-01-30T14:24:01.07971352Z,game ended,2024-01-30T14:29:08.616838866Z,6043d354aefb70408f6aeb94,2024-01-30T14:24:01.069856645Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:25:39.75503567Z,3,2024-01-30T14:25:31.537694241Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:01.07971352Z,"[""🐿️"",""🐿️"",""              "",""🐿️"",""🐿️"","""","""",""🐿️""]",2024-01-30T14:25:56.190882267Z,true,2024-01-30T14:25:44.905832229Z,"{""age"":""31"",""gender"":""Non-binary"",""strength"":""I think I was a pretty strong player overall. I think I found a good balance between describing what I saw - giving my neighbours information - and moving towards their answers to get towards a consensus. "",""fair"":""Yes! "",""feedback"":""Surprisingly fun! No problems encountered. "",""education"":""high-school"",""teammates"":""Everyone except yellow was! That one was determined the answer was 75% rabbits and didn't at all change their answer based on information. "",""notes"":""I didn't write anything down but I did change my opinion based on the information I got from my neighbours. "",""politics"":""Left"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-01-30T14:31:19.411402813Z,{},2024-01-30T14:24:01.366015769Z,player 2,2024-01-30T14:25:56.190882267Z,01HNDC2TN6SV4FH6JBP3BQHT0Y,2024-01-30T14:28:57.272458616Z
01HNDC2T6NS2A5F09RNW3GEF2V,1,2024-01-30T14:36:35.758868298Z,01HNDC2SJM9327X6X7F1CN862S,2024-01-30T14:24:01.238007982Z,experiment2-interactive,2024-01-30T14:24:01.247432145Z,game ended,2024-01-30T14:35:25.889378563Z,62a33c442c64c9d129b53f32,2024-01-30T14:24:01.238007982Z,01HNDC2BQ00H9XZGC03T039MMS,2024-01-30T14:27:53.625427151Z,4,2024-01-30T14:27:47.953730154Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:01.247432145Z,"["""",""🐿️"",""🐇"","""",""🐿️"",""              "",""🐿️""]",2024-01-30T14:28:03.420535616Z,true,2024-01-30T14:27:57.537529224Z,"{""age"":""67"",""gender"":""Male"",""strength"":""Good"",""fair"":""Yes"",""feedback"":""None"",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Left of centre"",""geo"":""British / UK"",""ethnicity"":""White Caucasian""}",2024-01-30T14:36:35.730078994Z,{},2024-01-30T14:24:01.529387601Z,player 1,2024-01-30T14:28:03.420535616Z,01HNDC426S45EHRYBXWQF9H8BR,2024-01-30T14:34:36.038667645Z
01HNDC2TN6SV4FH6JBP3BQHT0Y,1,2024-01-30T14:30:30.443175216Z,01HNDC2T1G1PT74JAQEBADARJ1,2024-01-30T14:24:01.7029105Z,experiment2-slider,2024-01-30T14:24:01.711775818Z,game ended,2024-01-30T14:29:08.616838866Z,5f4d86e855e3b9a583eee8e0,2024-01-30T14:24:01.7029105Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:25:39.75503567Z,3,2024-01-30T14:25:41.669541163Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:01.711775818Z,"[""🐿️"",""🐇"",""🐿️"",""🐿️"","""","""",""🐿️"",""                            "",""🐇"",""🐇"",""🐿️""]",2024-01-30T14:25:56.190882267Z,true,2024-01-30T14:25:45.023885058Z,"{""age"":""29"",""gender"":""Male"",""strength"":""I was strong but I don't think anyone will listen to my messages as they were opposite to what I was recieving"",""fair"":""Yes"",""feedback"":""NA"",""education"":""high-school"",""teammates"":""I have no idea"",""notes"":""I did but no messages matched what I was seeing at all"",""politics"":""Left"",""geo"":""British"",""ethnicity"":""White""}",2024-01-30T14:30:30.384534368Z,{},2024-01-30T14:24:02.190514574Z,player 3,2024-01-30T14:25:56.190882267Z,01HNDC2ZDVQ42CDAZ2XZ7ZMPWK,2024-01-30T14:28:57.272458616Z
01HNDC2VS3510EM6Z23Q3MZ2B0,1,2024-01-30T14:33:59.011538005Z,01HNDC2V5W08KQ3K3905KW5YWV,2024-01-30T14:24:02.85117909Z,experiment2-slider,2024-01-30T14:24:02.859392264Z,game ended,2024-01-30T14:31:58.273663113Z,5bd9580fbeca730001cf339b,2024-01-30T14:24:02.85117909Z,01HNDC2B8FKGDT3V32Q8939JTY,2024-01-30T14:27:01.651363978Z,3,2024-01-30T14:26:49.500031766Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:02.859392264Z,"[""🐿️"",""🐿️"",""       "","""",""""]",2024-01-30T14:27:55.899023903Z,true,2024-01-30T14:27:06.353118733Z,"{""age"":""26"",""gender"":""Male"",""strength"":""Average."",""fair"":""Yes"",""feedback"":""Eveything went fine."",""education"":""high-school"",""teammates"":""Some of them were but some didn't send a message."",""notes"":""Yes"",""politics"":""Middle"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-01-30T14:33:58.98636636Z,{},2024-01-30T14:24:03.168248579Z,player 2,2024-01-30T14:27:55.899023903Z,01HNDC2YCSEECMSYZVDAG2X9MA,2024-01-30T14:31:39.852032284Z
01HNDC2W49FHKX2FGA55N535Z3,1,2024-01-30T14:37:42.841690904Z,01HNDC2VGN0FZPXN8RQH9BJN9V,2024-01-30T14:24:03.209153415Z,experiment2-interactive,2024-01-30T14:24:03.217601226Z,game ended,2024-01-30T14:36:35.053354179Z,56a34e19dbe850000cfd4cf0,2024-01-30T14:24:03.209153415Z,01HNDC2SCXASWZV5MN736AMWE2,2024-01-30T14:28:03.199494629Z,4,2024-01-30T14:27:47.929569495Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:03.217601226Z,"[""🐇"",""🐇"","""",""🐇"",""🐇"",""                            "",""🐿️"",""🐿️"",""🐿️"","""",""🐿️""]",2024-01-30T14:28:13.964236484Z,true,2024-01-30T14:28:10.132528812Z,"{""age"":""71"",""gender"":""female"",""strength"":""Average"",""fair"":""not sure"",""feedback"":"""",""education"":""high-school"",""teammates"":""I think so"",""notes"":""I read them carefully"",""politics"":"""",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-01-30T14:37:42.74347196Z,{},2024-01-30T14:24:03.544156222Z,player 1,2024-01-30T14:28:13.964236484Z,01HNDC52GPDXSRZQQKT8V134QP,2024-01-30T14:35:54.577150048Z
01HNDC2W98ZXSTZ1FY1Y2QA804,1,2024-01-30T14:34:44.497188068Z,01HNDC2VFC4NCCT7DCER91HCC8,2024-01-30T14:24:03.368971307Z,experiment2-interactive,2024-01-30T14:24:03.379302621Z,game ended,2024-01-30T14:33:44.395097417Z,5f1b26ec3edc812e37fe044f,2024-01-30T14:24:03.368971307Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:26:38.66698045Z,4,2024-01-30T14:26:41.482586531Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:03.379302621Z,"[""🐿️"",""🐿️"",""🐿️"",""🐇"","""","""",""🐿️"",""                            "",""🐿️"",""🐇"",""🐿️""]",2024-01-30T14:26:55.319180745Z,true,2024-01-30T14:26:49.493201042Z,"{""age"":""43"",""gender"":""Female"",""strength"":""Working out the percentages"",""fair"":""Yes it seemed to be."",""feedback"":""No problems"",""education"":""bachelor"",""teammates"":""Yes I think so"",""notes"":""No"",""politics"":""Liberal"",""geo"":""United Kingdom"",""ethnicity"":""White British""}",2024-01-30T14:34:44.467836271Z,{},2024-01-30T14:24:03.710470722Z,player 2,2024-01-30T14:26:55.319180745Z,01HNDC3J0W2AMK8Y8KPGS3A7GA,2024-01-30T14:33:05.044924792Z
01HNDC2WDFPJCZWS8K5W3V3MDB,1,2024-01-30T14:36:10.2857848Z,01HNDC2VT01YEBZSBP5035ES3W,2024-01-30T14:24:03.503710786Z,experiment2-interactive,2024-01-30T14:24:03.512592605Z,game ended,2024-01-30T14:35:10.646144891Z,55f6be3a32af74000b17021c@email.prolific.com,2024-01-30T14:24:03.503710786Z,01HNDC2B8DN3C5F3W5HR7P7DG3,2024-01-30T14:26:55.075348639Z,4,2024-01-30T14:26:54.735646449Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:03.512592605Z,"[""🐿️"",""🐇"",""🐿️"","""",""🐇"",""🐿️"",""              "",""""]",2024-01-30T14:27:13.037921437Z,true,2024-01-30T14:26:57.522472104Z,"{""age"":""46"",""gender"":""female"",""strength"":""pretty good"",""fair"":""yes"",""feedback"":"""",""education"":""other"",""teammates"":""yes"",""notes"":""no"",""politics"":""centre right"",""geo"":""english"",""ethnicity"":""white""}",2024-01-30T14:36:10.318786487Z,{},2024-01-30T14:24:03.822917322Z,player 1,2024-01-30T14:27:13.037921437Z,01HNDC46Y44CB4JPZ3418PN39K,2024-01-30T14:34:20.131201395Z
